date,Team Name,MATCHUP,Location,WL,OPPONENT
20160730,DET ,DET .vs HOU,HOME,W, HOU
20160731,DET ,DET .vs HOU,HOME,W, HOU
20160802,DET ,DET .vs CHA,HOME,W, CHA
20160803,DET ,DET .vs CHA,HOME,W, CHA
20160804,DET ,DET .vs CHA,HOME,L, CHA
20160805,DET ,DET .vs NYN,HOME,W, NYN
20160806,DET ,DET .vs NYN,HOME,W, NYN
20160807,DET ,DET .vs NYN,HOME,L, NYN
20160815,DET ,DET .vs KCA,HOME,L, KCA
20160816,DET ,DET .vs KCA,HOME,L, KCA
20160817,DET ,DET .vs KCA,HOME,L, KCA
20160818,DET ,DET .vs BOS,HOME,W, BOS
20160819,DET ,DET .vs BOS,HOME,L, BOS
20160820,DET ,DET .vs BOS,HOME,L, BOS
20160821,DET ,DET .vs BOS,HOME,W, BOS
20160826,DET ,DET .vs ANA,HOME,W, ANA
20160827,DET ,DET .vs ANA,HOME,L, ANA
20160828,DET ,DET .vs ANA,HOME,L, ANA
20160829,DET ,DET .vs CHA,HOME,W, CHA
20160830,DET ,DET .vs CHA,HOME,W, CHA
20160831,DET ,DET .vs CHA,HOME,W, CHA
20160909,DET ,DET .vs BAL,HOME,W, BAL
20160910,DET ,DET .vs BAL,HOME,L, BAL
20160911,DET ,DET .vs BAL,HOME,L, BAL
20160912,DET ,DET .vs MIN,HOME,W, MIN
20160913,DET ,DET .vs MIN,HOME,L, MIN
20160914,DET ,DET .vs MIN,HOME,W, MIN
20160915,DET ,DET .vs MIN,HOME,L, MIN
20160923,DET ,DET .vs KCA,HOME,W, KCA
20160924,DET ,DET .vs KCA,HOME,L, KCA
20160925,DET ,DET .vs KCA,HOME,L, KCA
20160926,DET ,DET .vs CLE,HOME,L, CLE
20160927,DET ,DET .vs CLE,HOME,W, CLE
20160928,DET ,DET .vs CLE,HOME,W, CLE
20170407,DET ,DET .vs BOS,HOME,W, BOS
20170408,DET ,DET .vs BOS,HOME,W, BOS
20170409,DET ,DET .vs BOS,HOME,L, BOS
20170410,DET ,DET .vs BOS,HOME,W, BOS
20170411,DET ,DET .vs MIN,HOME,W, MIN
20170412,DET ,DET .vs MIN,HOME,W, MIN
20170413,DET ,DET .vs MIN,HOME,L, MIN
20170425,DET ,DET .vs SEA,HOME,W, SEA
20170426,DET ,DET .vs SEA,HOME,L, SEA
20170427,DET ,DET .vs SEA,HOME,L, SEA
20170428,DET ,DET .vs CHA,HOME,L, CHA
20170429,DET ,DET .vs CHA,HOME,L, CHA
20170430,DET ,DET .vs CHA,HOME,W, CHA
20170501,DET ,DET .vs CLE,HOME,W, CLE
20170502,DET ,DET .vs CLE,HOME,W, CLE
20170503,DET ,DET .vs CLE,HOME,L, CLE
20170516,DET ,DET .vs BAL,HOME,L, BAL
20170517,DET ,DET .vs BAL,HOME,W, BAL
20170518,DET ,DET .vs BAL,HOME,W, BAL
20170519,DET ,DET .vs TEX,HOME,L, TEX
20170520,DET ,DET .vs TEX,HOME,W, TEX
20170521,DET ,DET .vs TEX,HOME,L, TEX
20170602,DET ,DET .vs CHA,HOME,W, CHA
20170603,DET ,DET .vs CHA,HOME,W, CHA
20170604,DET ,DET .vs CHA,HOME,W, CHA
20170606,DET ,DET .vs ANA,HOME,L, ANA
20170607,DET ,DET .vs ANA,HOME,W, ANA
20170608,DET ,DET .vs ANA,HOME,L, ANA
20170613,DET ,DET .vs ARI,HOME,L, ARI
20170614,DET ,DET .vs ARI,HOME,L, ARI
20170615,DET ,DET .vs TBA,HOME,W, TBA
20170616,DET ,DET .vs TBA,HOME,W, TBA
20170617,DET ,DET .vs TBA,HOME,L, TBA
20170618,DET ,DET .vs TBA,HOME,L, TBA
20170627,DET ,DET .vs KCA,HOME,W, KCA
20170628,DET ,DET .vs KCA,HOME,L, KCA
20170629,DET ,DET .vs KCA,HOME,W, KCA
20170701,DET ,DET .vs CLE,HOME,W, CLE
20170701,DET ,DET .vs CLE,HOME,L, CLE
20170702,DET ,DET .vs CLE,HOME,L, CLE
20170704,DET ,DET .vs SFN,HOME,W, SFN
20170705,DET ,DET .vs SFN,HOME,L, SFN
20170706,DET ,DET .vs SFN,HOME,W, SFN
20170714,DET ,DET .vs TOR,HOME,L, TOR
20170715,DET ,DET .vs TOR,HOME,W, TOR
20170716,DET ,DET .vs TOR,HOME,W, TOR
20170724,DET ,DET .vs KCA,HOME,L, KCA
20170725,DET ,DET .vs KCA,HOME,L, KCA
20170726,DET ,DET .vs KCA,HOME,L, KCA
20170728,DET ,DET .vs HOU,HOME,L, HOU
20170729,DET ,DET .vs HOU,HOME,W, HOU
20170730,DET ,DET .vs HOU,HOME,W, HOU
20170809,DET ,DET .vs PIT,HOME,W, PIT
20170810,DET ,DET .vs PIT,HOME,L, PIT
20170811,DET ,DET .vs MIN,HOME,L, MIN
20170812,DET ,DET .vs MIN,HOME,W, MIN
20170813,DET ,DET .vs MIN,HOME,L, MIN
20170818,DET ,DET .vs LAN,HOME,L, LAN
20170819,DET ,DET .vs LAN,HOME,L, LAN
20170820,DET ,DET .vs LAN,HOME,W, LAN
20170822,DET ,DET .vs NYA,HOME,L, NYA
20170823,DET ,DET .vs NYA,HOME,L, NYA
20170824,DET ,DET .vs NYA,HOME,W, NYA
20170901,DET ,DET .vs CLE,HOME,L, CLE
20170901,DET ,DET .vs CLE,HOME,L, CLE
20170902,DET ,DET .vs CLE,HOME,L, CLE
20170903,DET ,DET .vs CLE,HOME,L, CLE
20170904,DET ,DET .vs KCA,HOME,L, KCA
20170905,DET ,DET .vs KCA,HOME,W, KCA
20170906,DET ,DET .vs KCA,HOME,L, KCA
20170914,DET ,DET .vs CHA,HOME,L, CHA
20170915,DET ,DET .vs CHA,HOME,W, CHA
20170916,DET ,DET .vs CHA,HOME,L, CHA
20170917,DET ,DET .vs CHA,HOME,W, CHA
20170918,DET ,DET .vs OAK,HOME,L, OAK
20170919,DET ,DET .vs OAK,HOME,L, OAK
20170920,DET ,DET .vs OAK,HOME,L, OAK
20170921,DET ,DET .vs MIN,HOME,L, MIN
20170922,DET ,DET .vs MIN,HOME,L, MIN
20170923,DET ,DET .vs MIN,HOME,L, MIN
20170924,DET ,DET .vs MIN,HOME,L, MIN
20120413,HOU,HOU @ MIA,AWAY,L, MIA
20120414,HOU,HOU @ MIA,AWAY,W, MIA
20120415,HOU,HOU @ MIA,AWAY,L, MIA
20120416,HOU,HOU @ WAS,AWAY,L, WAS
20120417,HOU,HOU @ WAS,AWAY,L, WAS
20120418,HOU,HOU @ WAS,AWAY,L, WAS
20120419,HOU,HOU @ WAS,AWAY,W, WAS
20120423,HOU,HOU @ MIL,AWAY,L, MIL
20120424,HOU,HOU @ MIL,AWAY,L, MIL
20120425,HOU,HOU @ MIL,AWAY,W, MIL
20120427,HOU,HOU @ CIN,AWAY,W, CIN
20120428,HOU,HOU @ CIN,AWAY,L, CIN
20120429,HOU,HOU @ CIN,AWAY,L, CIN
20120511,HOU,HOU @ PIT,AWAY,W, PIT
20120512,HOU,HOU @ PIT,AWAY,L, PIT
20120513,HOU,HOU @ PIT,AWAY,L, PIT
20120514,HOU,HOU @ PHI,AWAY,L, PHI
20120515,HOU,HOU @ PHI,AWAY,L, PHI
20120525,HOU,HOU @ LAN,AWAY,W, LAN
20120526,HOU,HOU @ LAN,AWAY,L, LAN
20120527,HOU,HOU @ LAN,AWAY,L, LAN
20120528,HOU,HOU @ COL,AWAY,L, COL
20120528,HOU,HOU @ COL,AWAY,L, COL
20120530,HOU,HOU @ COL,AWAY,L, COL
20120531,HOU,HOU @ COL,AWAY,L, COL
20120608,HOU,HOU @ CHA,AWAY,W, CHA
20120609,HOU,HOU @ CHA,AWAY,L, CHA
20120610,HOU,HOU @ CHA,AWAY,W, CHA
20120612,HOU,HOU @ SFN,AWAY,L, SFN
20120613,HOU,HOU @ SFN,AWAY,L, SFN
20120614,HOU,HOU @ SFN,AWAY,W, SFN
20120615,HOU,HOU @ TEX,AWAY,L, TEX
20120616,HOU,HOU @ TEX,AWAY,L, TEX
20120617,HOU,HOU @ TEX,AWAY,L, TEX
20120629,HOU,HOU @ CHN,AWAY,L, CHN
20120630,HOU,HOU @ CHN,AWAY,L, CHN
20120701,HOU,HOU @ CHN,AWAY,L, CHN
20120702,HOU,HOU @ PIT,AWAY,L, PIT
20120703,HOU,HOU @ PIT,AWAY,L, PIT
20120704,HOU,HOU @ PIT,AWAY,L, PIT
20120705,HOU,HOU @ PIT,AWAY,L, PIT
20120713,HOU,HOU @ SFN,AWAY,L, SFN
20120714,HOU,HOU @ SFN,AWAY,L, SFN
20120715,HOU,HOU @ SFN,AWAY,L, SFN
20120716,HOU,HOU @ SDN,AWAY,W, SDN
20120717,HOU,HOU @ SDN,AWAY,L, SDN
20120718,HOU,HOU @ SDN,AWAY,L, SDN
20120719,HOU,HOU @ SDN,AWAY,L, SDN
20120720,HOU,HOU @ ARI,AWAY,L, ARI
20120721,HOU,HOU @ ARI,AWAY,L, ARI
20120722,HOU,HOU @ ARI,AWAY,L, ARI
20120730,HOU,HOU @ MIL,AWAY,L, MIL
20120731,HOU,HOU @ MIL,AWAY,L, MIL
20120801,HOU,HOU @ MIL,AWAY,L, MIL
20120803,HOU,HOU @ ATL,AWAY,L, ATL
20120804,HOU,HOU @ ATL,AWAY,W, ATL
20120805,HOU,HOU @ ATL,AWAY,L, ATL
20120813,HOU,HOU @ CHN,AWAY,L, CHN
20120814,HOU,HOU @ CHN,AWAY,W, CHN
20120815,HOU,HOU @ CHN,AWAY,L, CHN
20120821,HOU,HOU @ SLN,AWAY,L, SLN
20120822,HOU,HOU @ SLN,AWAY,L, SLN
20120823,HOU,HOU @ SLN,AWAY,L, SLN
20120824,HOU,HOU @ NYN,AWAY,W, NYN
20120825,HOU,HOU @ NYN,AWAY,L, NYN
20120826,HOU,HOU @ NYN,AWAY,L, NYN
20120903,HOU,HOU @ PIT,AWAY,W, PIT
20120904,HOU,HOU @ PIT,AWAY,L, PIT
20120905,HOU,HOU @ PIT,AWAY,L, PIT
20120907,HOU,HOU @ CIN,AWAY,W, CIN
20120908,HOU,HOU @ CIN,AWAY,L, CIN
20120909,HOU,HOU @ CIN,AWAY,W, CIN
20120918,HOU,HOU @ SLN,AWAY,L, SLN
20120919,HOU,HOU @ SLN,AWAY,L, SLN
20120920,HOU,HOU @ SLN,AWAY,L, SLN
20120928,HOU,HOU @ MIL,AWAY,W, MIL
20120929,HOU,HOU @ MIL,AWAY,L, MIL
20120930,HOU,HOU @ MIL,AWAY,W, MIL
20121001,HOU,HOU @ CHN,AWAY,W, CHN
20121002,HOU,HOU @ CHN,AWAY,W, CHN
20121003,HOU,HOU @ CHN,AWAY,L, CHN
20130408,HOU,HOU @ SEA,AWAY,L, SEA
20130409,HOU,HOU @ SEA,AWAY,W, SEA
20130410,HOU,HOU @ SEA,AWAY,W, SEA
20130412,HOU,HOU @ ANA,AWAY,W, ANA
20130413,HOU,HOU @ ANA,AWAY,L, ANA
20130414,HOU,HOU @ ANA,AWAY,L, ANA
20130415,HOU,HOU @ OAK,AWAY,L, OAK
20130416,HOU,HOU @ OAK,AWAY,L, OAK
20130417,HOU,HOU @ OAK,AWAY,L, OAK
20130425,HOU,HOU @ BOS,AWAY,L, BOS
20130426,HOU,HOU @ BOS,AWAY,L, BOS
20130427,HOU,HOU @ BOS,AWAY,L, BOS
20130428,HOU,HOU @ BOS,AWAY,L, BOS
20130429,HOU,HOU @ NYA,AWAY,W, NYA
20130430,HOU,HOU @ NYA,AWAY,L, NYA
20130501,HOU,HOU @ NYA,AWAY,L, NYA
20130513,HOU,HOU @ DET,AWAY,L, DET
20130514,HOU,HOU @ DET,AWAY,L, DET
20130515,HOU,HOU @ DET,AWAY,W, DET
20130517,HOU,HOU @ PIT,AWAY,L, PIT
20130518,HOU,HOU @ PIT,AWAY,W, PIT
20130519,HOU,HOU @ PIT,AWAY,L, PIT
20130529,HOU,HOU @ COL,AWAY,W, COL
20130530,HOU,HOU @ COL,AWAY,W, COL
20130531,HOU,HOU @ ANA,AWAY,W, ANA
20130601,HOU,HOU @ ANA,AWAY,W, ANA
20130602,HOU,HOU @ ANA,AWAY,W, ANA
20130603,HOU,HOU @ ANA,AWAY,W, ANA
20130607,HOU,HOU @ KCA,AWAY,L, KCA
20130608,HOU,HOU @ KCA,AWAY,L, KCA
20130609,HOU,HOU @ KCA,AWAY,L, KCA
20130610,HOU,HOU @ SEA,AWAY,L, SEA
20130611,HOU,HOU @ SEA,AWAY,L, SEA
20130612,HOU,HOU @ SEA,AWAY,W, SEA
20130621,HOU,HOU @ CHN,AWAY,L, CHN
20130622,HOU,HOU @ CHN,AWAY,W, CHN
20130623,HOU,HOU @ CHN,AWAY,L, CHN
20130705,HOU,HOU @ TEX,AWAY,L, TEX
20130706,HOU,HOU @ TEX,AWAY,W, TEX
20130707,HOU,HOU @ TEX,AWAY,L, TEX
20130709,HOU,HOU @ SLN,AWAY,L, SLN
20130710,HOU,HOU @ SLN,AWAY,L, SLN
20130712,HOU,HOU @ TBA,AWAY,W, TBA
20130713,HOU,HOU @ TBA,AWAY,L, TBA
20130714,HOU,HOU @ TBA,AWAY,L, TBA
20130725,HOU,HOU @ TOR,AWAY,L, TOR
20130726,HOU,HOU @ TOR,AWAY,L, TOR
20130727,HOU,HOU @ TOR,AWAY,W, TOR
20130728,HOU,HOU @ TOR,AWAY,L, TOR
20130730,HOU,HOU @ BAL,AWAY,L, BAL
20130731,HOU,HOU @ BAL,AWAY,W, BAL
20130801,HOU,HOU @ BAL,AWAY,L, BAL
20130802,HOU,HOU @ MIN,AWAY,L, MIN
20130803,HOU,HOU @ MIN,AWAY,L, MIN
20130804,HOU,HOU @ MIN,AWAY,L, MIN
20130813,HOU,HOU @ OAK,AWAY,W, OAK
20130814,HOU,HOU @ OAK,AWAY,W, OAK
20130815,HOU,HOU @ OAK,AWAY,L, OAK
20130816,HOU,HOU @ ANA,AWAY,W, ANA
20130817,HOU,HOU @ ANA,AWAY,L, ANA
20130818,HOU,HOU @ ANA,AWAY,W, ANA
20130819,HOU,HOU @ TEX,AWAY,L, TEX
20130820,HOU,HOU @ TEX,AWAY,L, TEX
20130821,HOU,HOU @ TEX,AWAY,L, TEX
20130826,HOU,HOU @ CHA,AWAY,W, CHA
20130827,HOU,HOU @ CHA,AWAY,L, CHA
20130828,HOU,HOU @ CHA,AWAY,L, CHA
20130905,HOU,HOU @ OAK,AWAY,W, OAK
20130906,HOU,HOU @ OAK,AWAY,L, OAK
20130907,HOU,HOU @ OAK,AWAY,L, OAK
20130908,HOU,HOU @ OAK,AWAY,L, OAK
20130909,HOU,HOU @ SEA,AWAY,W, SEA
20130910,HOU,HOU @ SEA,AWAY,W, SEA
20130911,HOU,HOU @ SEA,AWAY,W, SEA
20130919,HOU,HOU @ CLE,AWAY,L, CLE
20130920,HOU,HOU @ CLE,AWAY,L, CLE
20130921,HOU,HOU @ CLE,AWAY,L, CLE
20130922,HOU,HOU @ CLE,AWAY,L, CLE
20130923,HOU,HOU @ TEX,AWAY,L, TEX
20130924,HOU,HOU @ TEX,AWAY,L, TEX
20130925,HOU,HOU @ TEX,AWAY,L, TEX
20140408,HOU,HOU @ TOR,AWAY,L, TOR
20140409,HOU,HOU @ TOR,AWAY,L, TOR
20140410,HOU,HOU @ TOR,AWAY,W, TOR
20140411,HOU,HOU @ TEX,AWAY,L, TEX
20140412,HOU,HOU @ TEX,AWAY,W, TEX
20140413,HOU,HOU @ TEX,AWAY,L, TEX
20140418,HOU,HOU @ OAK,AWAY,L, OAK
20140419,HOU,HOU @ OAK,AWAY,L, OAK
20140420,HOU,HOU @ OAK,AWAY,L, OAK
20140421,HOU,HOU @ SEA,AWAY,W, SEA
20140422,HOU,HOU @ SEA,AWAY,W, SEA
20140423,HOU,HOU @ SEA,AWAY,L, SEA
20140505,HOU,HOU @ DET,AWAY,L, DET
20140506,HOU,HOU @ DET,AWAY,L, DET
20140507,HOU,HOU @ DET,AWAY,L, DET
20140508,HOU,HOU @ DET,AWAY,W, DET
20140509,HOU,HOU @ BAL,AWAY,L, BAL
20140510,HOU,HOU @ BAL,AWAY,L, BAL
20140511,HOU,HOU @ BAL,AWAY,W, BAL
20140519,HOU,HOU @ ANA,AWAY,W, ANA
20140520,HOU,HOU @ ANA,AWAY,L, ANA
20140521,HOU,HOU @ ANA,AWAY,L, ANA
20140522,HOU,HOU @ SEA,AWAY,L, SEA
20140523,HOU,HOU @ SEA,AWAY,L, SEA
20140524,HOU,HOU @ SEA,AWAY,W, SEA
20140525,HOU,HOU @ SEA,AWAY,W, SEA
20140526,HOU,HOU @ KCA,AWAY,W, KCA
20140527,HOU,HOU @ KCA,AWAY,W, KCA
20140528,HOU,HOU @ KCA,AWAY,W, KCA
20140606,HOU,HOU @ MIN,AWAY,W, MIN
20140607,HOU,HOU @ MIN,AWAY,L, MIN
20140608,HOU,HOU @ MIN,AWAY,W, MIN
20140609,HOU,HOU @ ARI,AWAY,W, ARI
20140610,HOU,HOU @ ARI,AWAY,L, ARI
20140617,HOU,HOU @ WAS,AWAY,L, WAS
20140618,HOU,HOU @ WAS,AWAY,L, WAS
20140619,HOU,HOU @ TBA,AWAY,L, TBA
20140620,HOU,HOU @ TBA,AWAY,W, TBA
20140621,HOU,HOU @ TBA,AWAY,L, TBA
20140622,HOU,HOU @ TBA,AWAY,L, TBA
20140703,HOU,HOU @ ANA,AWAY,L, ANA
20140704,HOU,HOU @ ANA,AWAY,L, ANA
20140705,HOU,HOU @ ANA,AWAY,L, ANA
20140706,HOU,HOU @ ANA,AWAY,L, ANA
20140707,HOU,HOU @ TEX,AWAY,W, TEX
20140708,HOU,HOU @ TEX,AWAY,W, TEX
20140709,HOU,HOU @ TEX,AWAY,W, TEX
20140718,HOU,HOU @ CHA,AWAY,L, CHA
20140719,HOU,HOU @ CHA,AWAY,L, CHA
20140720,HOU,HOU @ CHA,AWAY,W, CHA
20140722,HOU,HOU @ OAK,AWAY,W, OAK
20140723,HOU,HOU @ OAK,AWAY,L, OAK
20140724,HOU,HOU @ OAK,AWAY,L, OAK
20140805,HOU,HOU @ PHI,AWAY,L, PHI
20140806,HOU,HOU @ PHI,AWAY,L, PHI
20140807,HOU,HOU @ PHI,AWAY,L, PHI
20140814,HOU,HOU @ BOS,AWAY,L, BOS
20140815,HOU,HOU @ BOS,AWAY,W, BOS
20140816,HOU,HOU @ BOS,AWAY,L, BOS
20140817,HOU,HOU @ BOS,AWAY,W, BOS
20140819,HOU,HOU @ NYA,AWAY,W, NYA
20140820,HOU,HOU @ NYA,AWAY,W, NYA
20140821,HOU,HOU @ NYA,AWAY,L, NYA
20140822,HOU,HOU @ CLE,AWAY,W, CLE
20140823,HOU,HOU @ CLE,AWAY,L, CLE
20140824,HOU,HOU @ CLE,AWAY,L, CLE
20140905,HOU,HOU @ OAK,AWAY,W, OAK
20140906,HOU,HOU @ OAK,AWAY,L, OAK
20140907,HOU,HOU @ OAK,AWAY,W, OAK
20140908,HOU,HOU @ SEA,AWAY,L, SEA
20140909,HOU,HOU @ SEA,AWAY,W, SEA
20140910,HOU,HOU @ SEA,AWAY,W, SEA
20140912,HOU,HOU @ ANA,AWAY,L, ANA
20140913,HOU,HOU @ ANA,AWAY,L, ANA
20140914,HOU,HOU @ ANA,AWAY,W, ANA
20140922,HOU,HOU @ TEX,AWAY,L, TEX
20140923,HOU,HOU @ TEX,AWAY,L, TEX
20140924,HOU,HOU @ TEX,AWAY,L, TEX
20140926,HOU,HOU @ NYN,AWAY,W, NYN
20140927,HOU,HOU @ NYN,AWAY,L, NYN
20140928,HOU,HOU @ NYN,AWAY,L, NYN
20150410,HOU,HOU @ TEX,AWAY,W, TEX
20150411,HOU,HOU @ TEX,AWAY,L, TEX
20150412,HOU,HOU @ TEX,AWAY,W, TEX
20150420,HOU,HOU @ SEA,AWAY,W, SEA
20150421,HOU,HOU @ SEA,AWAY,W, SEA
20150422,HOU,HOU @ SEA,AWAY,L, SEA
20150424,HOU,HOU @ OAK,AWAY,W, OAK
20150425,HOU,HOU @ OAK,AWAY,W, OAK
20150426,HOU,HOU @ OAK,AWAY,W, OAK
20150427,HOU,HOU @ SDN,AWAY,W, SDN
20150428,HOU,HOU @ SDN,AWAY,W, SDN
20150429,HOU,HOU @ SDN,AWAY,W, SDN
20150507,HOU,HOU @ ANA,AWAY,W, ANA
20150508,HOU,HOU @ ANA,AWAY,L, ANA
20150509,HOU,HOU @ ANA,AWAY,W, ANA
20150510,HOU,HOU @ ANA,AWAY,L, ANA
20150521,HOU,HOU @ DET,AWAY,L, DET
20150522,HOU,HOU @ DET,AWAY,L, DET
20150523,HOU,HOU @ DET,AWAY,W, DET
20150524,HOU,HOU @ DET,AWAY,W, DET
20150525,HOU,HOU @ BAL,AWAY,L, BAL
20150526,HOU,HOU @ BAL,AWAY,W, BAL
20150527,HOU,HOU @ BAL,AWAY,L, BAL
20150605,HOU,HOU @ TOR,AWAY,L, TOR
20150606,HOU,HOU @ TOR,AWAY,L, TOR
20150607,HOU,HOU @ TOR,AWAY,L, TOR
20150608,HOU,HOU @ CHA,AWAY,L, CHA
20150609,HOU,HOU @ CHA,AWAY,L, CHA
20150610,HOU,HOU @ CHA,AWAY,L, CHA
20150617,HOU,HOU @ COL,AWAY,W, COL
20150618,HOU,HOU @ COL,AWAY,W, COL
20150619,HOU,HOU @ SEA,AWAY,L, SEA
20150620,HOU,HOU @ SEA,AWAY,L, SEA
20150621,HOU,HOU @ SEA,AWAY,W, SEA
20150622,HOU,HOU @ ANA,AWAY,L, ANA
20150623,HOU,HOU @ ANA,AWAY,W, ANA
20150624,HOU,HOU @ ANA,AWAY,L, ANA
20150703,HOU,HOU @ BOS,AWAY,W, BOS
20150704,HOU,HOU @ BOS,AWAY,L, BOS
20150705,HOU,HOU @ BOS,AWAY,L, BOS
20150706,HOU,HOU @ CLE,AWAY,W, CLE
20150707,HOU,HOU @ CLE,AWAY,L, CLE
20150708,HOU,HOU @ CLE,AWAY,L, CLE
20150709,HOU,HOU @ CLE,AWAY,L, CLE
20150710,HOU,HOU @ TBA,AWAY,L, TBA
20150711,HOU,HOU @ TBA,AWAY,L, TBA
20150712,HOU,HOU @ TBA,AWAY,L, TBA
20150724,HOU,HOU @ KCA,AWAY,W, KCA
20150725,HOU,HOU @ KCA,AWAY,L, KCA
20150726,HOU,HOU @ KCA,AWAY,L, KCA
20150803,HOU,HOU @ TEX,AWAY,L, TEX
20150804,HOU,HOU @ TEX,AWAY,L, TEX
20150805,HOU,HOU @ TEX,AWAY,L, TEX
20150806,HOU,HOU @ OAK,AWAY,W, OAK
20150807,HOU,HOU @ OAK,AWAY,L, OAK
20150808,HOU,HOU @ OAK,AWAY,L, OAK
20150809,HOU,HOU @ OAK,AWAY,L, OAK
20150811,HOU,HOU @ SFN,AWAY,L, SFN
20150812,HOU,HOU @ SFN,AWAY,W, SFN
20150824,HOU,HOU @ NYA,AWAY,L, NYA
20150825,HOU,HOU @ NYA,AWAY,W, NYA
20150826,HOU,HOU @ NYA,AWAY,W, NYA
20150828,HOU,HOU @ MIN,AWAY,L, MIN
20150829,HOU,HOU @ MIN,AWAY,W, MIN
20150830,HOU,HOU @ MIN,AWAY,L, MIN
20150907,HOU,HOU @ OAK,AWAY,L, OAK
20150908,HOU,HOU @ OAK,AWAY,L, OAK
20150909,HOU,HOU @ OAK,AWAY,W, OAK
20150911,HOU,HOU @ ANA,AWAY,L, ANA
20150912,HOU,HOU @ ANA,AWAY,L, ANA
20150913,HOU,HOU @ ANA,AWAY,W, ANA
20150914,HOU,HOU @ TEX,AWAY,L, TEX
20150915,HOU,HOU @ TEX,AWAY,L, TEX
20150916,HOU,HOU @ TEX,AWAY,L, TEX
20150917,HOU,HOU @ TEX,AWAY,L, TEX
20150928,HOU,HOU @ SEA,AWAY,W, SEA
20150929,HOU,HOU @ SEA,AWAY,L, SEA
20150930,HOU,HOU @ SEA,AWAY,W, SEA
20151002,HOU,HOU @ ARI,AWAY,W, ARI
20151003,HOU,HOU @ ARI,AWAY,W, ARI
20151004,HOU,HOU @ ARI,AWAY,L, ARI
20160405,HOU,HOU @ NYA,AWAY,W, NYA
20160406,HOU,HOU @ NYA,AWAY,L, NYA
20160407,HOU,HOU @ NYA,AWAY,L, NYA
20160408,HOU,HOU @ MIL,AWAY,L, MIL
20160409,HOU,HOU @ MIL,AWAY,W, MIL
20160410,HOU,HOU @ MIL,AWAY,L, MIL
20160419,HOU,HOU @ TEX,AWAY,L, TEX
20160420,HOU,HOU @ TEX,AWAY,L, TEX
20160421,HOU,HOU @ TEX,AWAY,L, TEX
20160425,HOU,HOU @ SEA,AWAY,L, SEA
20160426,HOU,HOU @ SEA,AWAY,L, SEA
20160427,HOU,HOU @ SEA,AWAY,W, SEA
20160429,HOU,HOU @ OAK,AWAY,L, OAK
20160430,HOU,HOU @ OAK,AWAY,L, OAK
20160501,HOU,HOU @ OAK,AWAY,W, OAK
20160512,HOU,HOU @ BOS,AWAY,L, BOS
20160513,HOU,HOU @ BOS,AWAY,W, BOS
20160514,HOU,HOU @ BOS,AWAY,L, BOS
20160515,HOU,HOU @ BOS,AWAY,L, BOS
20160517,HOU,HOU @ CHA,AWAY,W, CHA
20160518,HOU,HOU @ CHA,AWAY,W, CHA
20160519,HOU,HOU @ CHA,AWAY,L, CHA
20160527,HOU,HOU @ ANA,AWAY,L, ANA
20160528,HOU,HOU @ ANA,AWAY,W, ANA
20160529,HOU,HOU @ ANA,AWAY,W, ANA
20160530,HOU,HOU @ ARI,AWAY,W, ARI
20160531,HOU,HOU @ ARI,AWAY,W, ARI
20160606,HOU,HOU @ TEX,AWAY,L, TEX
20160607,HOU,HOU @ TEX,AWAY,L, TEX
20160608,HOU,HOU @ TEX,AWAY,W, TEX
20160609,HOU,HOU @ TEX,AWAY,L, TEX
20160610,HOU,HOU @ TBA,AWAY,L, TBA
20160611,HOU,HOU @ TBA,AWAY,W, TBA
20160612,HOU,HOU @ TBA,AWAY,L, TBA
20160614,HOU,HOU @ SLN,AWAY,W, SLN
20160615,HOU,HOU @ SLN,AWAY,W, SLN
20160624,HOU,HOU @ KCA,AWAY,W, KCA
20160625,HOU,HOU @ KCA,AWAY,W, KCA
20160626,HOU,HOU @ KCA,AWAY,L, KCA
20160627,HOU,HOU @ ANA,AWAY,W, ANA
20160628,HOU,HOU @ ANA,AWAY,W, ANA
20160629,HOU,HOU @ ANA,AWAY,W, ANA
20160715,HOU,HOU @ SEA,AWAY,W, SEA
20160716,HOU,HOU @ SEA,AWAY,L, SEA
20160717,HOU,HOU @ SEA,AWAY,W, SEA
20160718,HOU,HOU @ OAK,AWAY,L, OAK
20160719,HOU,HOU @ OAK,AWAY,L, OAK
20160720,HOU,HOU @ OAK,AWAY,W, OAK
20160729,HOU,HOU @ DET,AWAY,L, DET
20160730,HOU,HOU @ DET,AWAY,L, DET
20160731,HOU,HOU @ DET,AWAY,L, DET
20160808,HOU,HOU @ MIN,AWAY,L, MIN
20160809,HOU,HOU @ MIN,AWAY,W, MIN
20160811,HOU,HOU @ MIN,AWAY,W, MIN
20160811,HOU,HOU @ MIN,AWAY,W, MIN
20160812,HOU,HOU @ TOR,AWAY,W, TOR
20160813,HOU,HOU @ TOR,AWAY,L, TOR
20160814,HOU,HOU @ TOR,AWAY,L, TOR
20160818,HOU,HOU @ BAL,AWAY,L, BAL
20160819,HOU,HOU @ BAL,AWAY,W, BAL
20160820,HOU,HOU @ BAL,AWAY,W, BAL
20160821,HOU,HOU @ BAL,AWAY,W, BAL
20160822,HOU,HOU @ PIT,AWAY,W, PIT
20160823,HOU,HOU @ PIT,AWAY,L, PIT
20160824,HOU,HOU @ PIT,AWAY,W, PIT
